버스정류장ARS번호,분기,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수,X좌표,Y좌표
23357,4분기,310,2993,2322,2843,3779,1827,127.0705611,37.49012612
23358,1분기,305,7145,3382,3497,3991,1091,127.070533,37.49005516
23358,2분기,214,6117,2622,3519,3572,1105,127.070533,37.49005516
23358,3분기,232,6517,3038,3681,3586,958,127.070533,37.49005516
23358,4분기,110,6274,2517,3310,2935,862,127.070533,37.49005516
23359,1분기,948,15577,14187,20450,33493,17248,127.0757447,37.49231796
23359,2분기,1039,16083,12671,18831,30875,16338,127.0757447,37.49231796
23359,3분기,1161,17298,13992,20437,31094,15918,127.0757447,37.49231796
23359,4분기,841,15438,12836,20146,29450,14425,127.0757447,37.49231796
23360,1분기,3868,9633,7251,11946,25203,13226,127.0720957,37.49219737
23360,2분기,4297,9977,7078,11689,24988,12897,127.0720957,37.49219737
23360,3분기,4140,10365,7322,11702,24106,12523,127.0720957,37.49219737
23360,4분기,3277,10482,7813,12707,24215,11580,127.0720957,37.49219737
23361,1분기,1196,6333,3217,3984,7507,3351,127.0737925,37.48897455
23361,2분기,1034,6761,2863,3765,7171,3297,127.0737925,37.48897455
23361,3분기,1019,7473,3284,4639,8055,4034,127.0737925,37.48897455
23361,4분기,815,7444,3031,4233,6949,2967,127.0737925,37.48897455
23362,1분기,1403,8094,4439,4547,5541,1839,127.0743951,37.4884024
23362,2분기,1534,7637,4184,4949,5397,1854,127.0743951,37.4884024
23362,3분기,1222,9334,4445,5243,5639,1692,127.0743951,37.4884024
23362,4분기,1353,8328,3865,5689,5685,1447,127.0743951,37.4884024
23363,1분기,1001,4886,2891,3699,9346,5232,127.0528614,37.48227641
23363,2분기,785,4796,2678,3566,8608,4791,127.0528614,37.48227641
23363,3분기,758,4931,2908,3855,9055,5122,127.0528614,37.48227641
23363,4분기,944,6417,3606,4560,10299,4894,127.0528614,37.48227641
23364,1분기,311,1549,463,672,1656,958,127.0544201,37.48019919
23364,2분기,480,1984,440,641,1527,799,127.0544201,37.48019919
23364,3분기,332,3586,1269,1841,2841,1238,127.0544201,37.48019919
23364,4분기,454,11722,5686,8124,13942,5503,127.0544201,37.48019919
23365,1분기,199,4325,1743,2018,3492,1150,127.0522873,37.47239223
23365,2분기,204,4047,1554,1898,3450,1254,127.0522873,37.47239223
23365,3분기,223,4461,1791,2183,3387,1235,127.0522873,37.47239223
23365,4분기,222,3992,1748,2108,3396,1032,127.0522873,37.47239223
23366,1분기,105,454,266,569,976,556,127.0624045,37.47782812
23366,2분기,106,488,358,555,1053,463,127.0624045,37.47782812
23366,3분기,103,550,389,619,1021,531,127.0624045,37.47782812
23366,4분기,76,634,339,625,974,427,127.0624045,37.47782812
23367,1분기,279,8529,4648,4301,4246,1400,127.0519815,37.47198704
23367,2분기,277,7401,4158,3728,3588,1255,127.0519815,37.47198704
23367,3분기,314,8016,4342,3755,3709,1335,127.0519815,37.47198704
23367,4분기,277,6937,3747,3655,3745,1110,127.0519815,37.47198704
23368,1분기,1880,29928,12992,13545,22746,4655,127.0506326,37.47183935
23368,2분기,1733,29611,11954,12790,21746,4819,127.0506326,37.47183935
23368,3분기,2315,29782,12497,13164,22125,4623,127.0506326,37.47183935
23368,4분기,2536,27477,11727,13603,20643,4399,127.0506326,37.47183935
23369,1분기,2190,58435,24328,27761,55043,12910,127.047859,37.47440407
23369,2분기,2278,55037,22588,25759,51576,13138,127.047859,37.47440407
23369,3분기,2338,56808,22747,26144,52183,12248,127.047859,37.47440407
23369,4분기,2270,52545,22548,25968,48533,11073,127.047859,37.47440407
23370,1분기,2728,67250,34175,44368,102551,25851,127.045055,37.4771186
23370,2분기,3030,62997,32812,41481,97668,24471,127.045055,37.4771186
23370,3분기,2836,63768,33071,42567,99207,23859,127.045055,37.4771186
23370,4분기,2624,60710,32183,41374,92061,21226,127.045055,37.4771186
23371,1분기,83,3369,2017,2315,2592,1128,127.0531236,37.48069354
23371,2분기,20,3024,1614,1848,2065,1051,127.0531236,37.48069354
23371,3분기,79,2878,1895,2132,2455,882,127.0531236,37.48069354
23371,4분기,14,4178,2809,3115,3309,1026,127.0531236,37.48069354
23372,1분기,184,6630,3653,4451,7676,3072,127.0493336,37.47905468
23372,2분기,196,6239,3203,4579,6899,2880,127.0493336,37.47905468
23372,3분기,210,7316,3606,4987,7948,2821,127.0493336,37.47905468
23372,4분기,221,6593,3429,4986,7369,2693,127.0493336,37.47905468
23373,1분기,262,18985,8936,10599,19410,4652,127.0468403,37.47871788
23373,2분기,237,17340,8169,10181,18522,4554,127.0468403,37.47871788
23373,3분기,363,18722,9082,10580,18764,4392,127.0468403,37.47871788
23373,4분기,271,17336,8410,10127,17464,3855,127.0468403,37.47871788
23374,1분기,89,11643,5309,7617,25629,3535,127.0451544,37.47839774
23374,2분기,34,11110,4990,7232,25840,3223,127.0451544,37.47839774
23374,3분기,39,11791,5313,7662,29053,2913,127.0451544,37.47839774
23374,4분기,77,10858,5090,7345,27503,3063,127.0451544,37.47839774
23375,1분기,4,38723,9663,11613,23070,9450,127.0451768,37.47833897
23375,2분기,3,36728,8707,10560,20541,8177,127.0451768,37.47833897
23375,3분기,7,40617,9077,11090,21121,7891,127.0451768,37.47833897
23375,4분기,1,39616,8314,11047,20974,7420,127.0451768,37.47833897
23376,1분기,3,20002,8937,11158,20456,9745,127.0471983,37.4787144
23376,2분기,3,19219,8592,11198,18461,8469,127.0471983,37.4787144
23376,3분기,4,20593,8981,11589,18199,7904,127.0471983,37.4787144
23376,4분기,0,18921,8247,11498,18352,7112,127.0471983,37.4787144
23377,1분기,92,12430,6097,7354,11586,4977,127.0494631,37.47900627
23377,2분기,124,12970,5669,7516,10775,4575,127.0494631,37.47900627
23377,3분기,72,14618,6258,7843,11469,4538,127.0494631,37.47900627
23377,4분기,94,13608,5665,7467,11139,4402,127.0494631,37.47900627
23378,1분기,40,6533,3045,3477,4695,1680,127.0511492,37.47948085
23378,2분기,24,6257,2826,3623,4265,1458,127.0511492,37.47948085
23378,3분기,54,7308,2987,3981,4938,1603,127.0511492,37.47948085
23378,4분기,73,7690,3139,4426,6160,2119,127.0511492,37.47948085
23379,1분기,66,3241,2133,2949,3676,1237,127.0529307,37.48051791
23379,2분기,64,2994,1719,2418,3349,1044,127.0529307,37.48051791
23379,3분기,87,3118,1778,2775,3343,1083,127.0529307,37.48051791
23379,4분기,70,6492,3356,4572,5644,1659,127.0529307,37.48051791
23380,1분기,1798,27234,11282,11153,15012,5045,127.0909919,37.48438155
23380,2분기,1909,23790,8856,10371,13963,4778,127.0909919,37.48438155
23380,3분기,1987,26077,9840,11165,14040,4454,127.0909919,37.48438155
23380,4분기,1765,25441,8957,11184,13848,4160,127.0909919,37.48438155
23381,1분기,4421,41151,22320,22931,31203,10663,127.0847589,37.48344961
23381,2분기,4489,41205,19713,23767,30432,10933,127.0847589,37.48344961
23381,3분기,4465,42926,20767,24388,30953,10941,127.0847589,37.48344961
23381,4분기,3829,41891,19863,24828,28944,9543,127.0847589,37.48344961
23382,1분기,2379,32198,19983,20900,25635,10071,127.079863,37.482744
23382,2분기,2269,31006,17654,23257,26636,8814,127.079863,37.482744
23382,3분기,2381,32871,19249,24250,26871,8660,127.079863,37.482744
23382,4분기,2024,32594,18624,26122,25046,7974,127.079863,37.482744
23383,1분기,1285,6319,4660,6072,9138,5383,127.0820937,37.48292634
23383,2분기,1260,5822,4195,5646,8698,5370,127.0820937,37.48292634
23383,3분기,1197,6311,4453,6057,8960,5510,127.0820937,37.48292634
23383,4분기,825,5827,4082,5405,7701,4304,127.0820937,37.48292634
23384,1분기,2638,14634,10762,13595,23185,9684,127.085952,37.483484
23384,2분기,2569,13840,9657,12984,22189,9947,127.085952,37.483484
23384,3분기,2284,14570,10365,13811,22834,9866,127.085952,37.483484
23384,4분기,1669,14430,9897,14234,21252,8436,127.085952,37.483484
23385,1분기,1926,14232,11843,13227,20642,8358,127.0937642,37.48427688
23385,2분기,1805,12366,10480,12971,18857,7847,127.0937642,37.48427688
23385,3분기,1716,14126,10753,13071,19685,7680,127.0937642,37.48427688
23385,4분기,1355,12849,10448,12802,17197,6128,127.0937642,37.48427688
23386,1분기,1101,9390,4912,5355,4247,2063,127.0829077,37.48652368
23386,2분기,1130,9284,4434,5482,3902,2215,127.0829077,37.48652368
23386,3분기,1041,10102,4813,5765,4045,2272,127.0829077,37.48652368
23386,4분기,1170,10384,4948,5872,3424,2058,127.0829077,37.48652368
23387,1분기,625,6519,3094,6241,7633,2825,127.0825056,37.48704127
23387,2분기,665,6671,3003,6182,7213,2587,127.0825056,37.48704127
23387,3분기,515,6785,3181,6592,7763,2818,127.0825056,37.48704127
23387,4분기,465,7088,3348,7017,7498,2916,127.0825056,37.48704127
23388,1분기,196,2870,2307,2662,2983,1121,127.083308,37.48512233
23388,2분기,201,3283,2228,3128,2969,1218,127.083308,37.48512233
23388,3분기,255,3750,2433,3317,2962,1062,127.083308,37.48512233
23388,4분기,181,3735,2370,3474,2817,1056,127.083308,37.48512233
23389,1분기,611,6022,3125,5790,7659,2917,127.0874404,37.4903641
23389,2분기,575,6309,2877,5328,7072,2659,127.0874404,37.4903641
23389,3분기,548,6714,3171,5687,7276,2681,127.0874404,37.4903641
23389,4분기,464,6566,3425,5813,6938,2315,127.0874404,37.4903641
23391,1분기,1071,29458,13007,16073,23100,7452,127.0876823,37.49065376
23391,2분기,772,17786,7624,9645,13968,4624,127.0876823,37.49065376
23392,1분기,508,10607,6391,7263,10374,2732,127.0826682,37.48910439
23392,2분기,700,10385,5704,7806,10257,2626,127.0826682,37.48910439
23392,3분기,759,10960,5719,7652,10409,2688,127.0826682,37.48910439
23392,4분기,712,10095,5848,7604,9444,2583,127.0826682,37.48910439
23393,1분기,917,14335,5388,5820,8550,3090,127.1138245,37.4782175
23393,2분기,757,13723,4780,5335,7884,2718,127.1138245,37.4782175
23393,3분기,809,13197,4941,5340,7806,2486,127.1138245,37.4782175
23393,4분기,750,12929,4831,5267,8021,2584,127.1138245,37.4782175
23394,1분기,1020,9757,5171,5772,10829,5124,127.1135641,37.47798361
23394,2분기,865,8999,4708,5622,9859,4541,127.1135641,37.47798361
23394,3분기,799,9388,4843,5855,10010,4487,127.1135641,37.47798361
23394,4분기,450,7814,3937,5090,8197,3109,127.1135641,37.47798361
23395,1분기,7456,55850,21856,20769,22422,6160,127.0722868,37.49234249
23395,2분기,7221,53691,20303,21171,23132,6124,127.0722868,37.49234249
23395,3분기,7434,53419,21244,22311,23404,5953,127.0722868,37.49234249
23395,4분기,6501,49514,19992,21646,20782,5199,127.0722868,37.49234249
23397,1분기,315,3998,3304,4399,9135,5122,127.0788475,37.49332191
23397,2분기,283,4310,3306,4792,8909,5606,127.0788475,37.49332191
23397,3분기,313,4991,3605,5429,9366,5457,127.0788475,37.49332191
23397,4분기,231,5059,3433,5363,8680,5038,127.0788475,37.49332191
23398,1분기,175,2535,1297,1756,2803,1757,127.0833167,37.49478905
23398,2분기,86,2919,1432,1922,3192,1935,127.0833167,37.49478905
23398,3분기,101,3010,1595,2060,3251,1910,127.0833167,37.49478905
23398,4분기,204,2767,1403,2004,2941,1633,127.0833167,37.49478905
23399,1분기,256,5643,2733,3594,7209,4002,127.0865884,37.49387569
23399,2분기,174,5555,2935,3717,6898,4033,127.0865884,37.49387569
23399,3분기,201,6350,3123,3992,7272,4091,127.0865884,37.49387569
23399,4분기,127,5731,2746,3846,6475,3432,127.0865884,37.49387569
23400,1분기,1007,28778,14762,20320,34463,15638,127.0875334,37.49197895
23400,2분기,1105,27226,14140,20390,31329,14263,127.0875334,37.49197895
23400,3분기,1159,27769,13809,20421,30949,14260,127.0875334,37.49197895
23400,4분기,988,28082,13295,20625,29997,12657,127.0875334,37.49197895
23401,1분기,851,7844,3173,3264,4532,1225,127.1022591,37.48754689
23401,2분기,899,7417,2888,3187,4557,1159,127.1022591,37.48754689
23401,3분기,733,8036,3047,3266,4383,1188,127.1022591,37.48754689
23401,4분기,640,7169,3074,3337,3877,854,127.1022591,37.48754689
23402,1분기,1330,20504,10604,13389,21716,7587,127.1005427,37.48815127
23402,2분기,1583,20817,10077,14408,22798,8368,127.1005427,37.48815127
23402,3분기,1581,23457,11270,16596,24370,8698,127.1005427,37.48815127
23402,4분기,1570,21220,10827,16220,22042,7526,127.1005427,37.48815127
23403,1분기,1961,14457,4080,5180,8880,3529,127.1000246,37.48841254
23403,2분기,1929,16674,4268,5800,9319,3858,127.1000246,37.48841254
23403,3분기,2237,17549,4395,6103,9214,3772,127.1000246,37.48841254
23403,4분기,2067,17526,4861,6248,8901,3619,127.1000246,37.48841254
23404,1분기,13236,83402,40526,42329,77397,31638,127.1007586,37.48714359
23404,2분기,13053,80139,38074,41801,74079,28515,127.1007586,37.48714359
23404,3분기,12829,83315,40244,44117,75114,27357,127.1007586,37.48714359
23404,4분기,13147,79712,40144,45157,73657,26176,127.1007586,37.48714359
23405,1분기,160,2385,1501,1861,2571,503,127.1080336,37.46912609
23405,2분기,181,2997,2183,2493,2796,599,127.1080336,37.46912609
23405,3분기,174,3022,1771,1858,2570,590,127.1080336,37.46912609
23405,4분기,160,2413,1815,1925,2259,448,127.1080336,37.46912609
23406,1분기,1356,14131,7198,7203,10588,4716,127.0972204,37.48537242
23406,2분기,1277,12817,6702,7076,10039,4441,127.0972204,37.48537242
23406,3분기,1474,13427,6718,7213,10155,4095,127.0972204,37.48537242
23406,4분기,1302,11779,6337,6950,9396,3303,127.0972204,37.48537242
23407,1분기,1618,11006,8054,9346,14784,6241,127.0975828,37.48530203
23407,2분기,1758,10562,8449,9598,15000,6692,127.0975828,37.48530203
23407,3분기,1733,12043,8988,9623,15562,6747,127.0975828,37.48530203
23407,4분기,1347,11503,8525,9605,13896,5808,127.0975828,37.48530203
23408,1분기,11329,153238,74827,103244,243479,111971,127.1018295,37.4868325
23408,2분기,8792,154122,72635,103077,231347,104236,127.1018295,37.4868325
23408,3분기,8374,155472,75065,103146,225516,95365,127.1018295,37.4868325
23408,4분기,7157,158206,77869,112361,234572,90368,127.1018295,37.4868325
23409,1분기,3302,62509,18155,19051,33091,11382,127.1019876,37.48699564
23409,2분기,3000,54637,15612,17744,27658,9795,127.1019876,37.48699564
23409,3분기,2779,51639,15169,16032,24151,8307,127.1019876,37.48699564
23409,4분기,2401,54565,15812,17120,24982,7771,127.1019876,37.48699564
23410,1분기,8403,38405,28188,38294,79683,37334,127.1027879,37.48756378
23410,2분기,7706,39046,27502,38276,76771,38060,127.1027879,37.48756378
23410,3분기,6486,39310,27352,38387,74043,35289,127.1027879,37.48756378
23410,4분기,5697,38007,28690,38859,71287,32293,127.1027879,37.48756378
23411,1분기,310,3736,2190,2916,3804,1079,127.1079345,37.46895775
23411,2분기,189,4107,2446,3373,3954,1072,127.1079345,37.46895775
23411,3분기,260,4654,2390,3496,5472,1796,127.1079345,37.46895775
23411,4분기,178,3449,2125,2676,3599,934,127.1079345,37.46895775
23412,1분기,3728,31647,11552,11365,15447,6432,127.1018398,37.46537659
23412,2분기,4012,32580,10929,11664,16377,7195,127.1018398,37.46537659
23412,3분기,3726,34504,12904,14693,23164,9961,127.1018398,37.46537659
23412,4분기,3246,33964,12962,14826,22057,8448,127.1018398,37.46537659
23413,1분기,1895,5636,3779,5772,12253,6479,127.1003251,37.46537205
23413,2분기,1899,5201,3759,6433,12424,6692,127.1003251,37.46537205
23413,3분기,1846,5376,3949,6515,12125,5931,127.1003251,37.46537205
23413,4분기,1356,5186,3952,7360,11800,5350,127.1003251,37.46537205
23414,1분기,603,3393,1618,2493,3687,1864,127.1068449,37.4647728
23414,2분기,637,3358,1735,3326,3700,1952,127.1068449,37.4647728
23414,3분기,550,3409,1796,3444,3678,1826,127.1068449,37.4647728
23414,4분기,505,3308,1847,3481,3437,1757,127.1068449,37.4647728
23416,1분기,499,1648,781,1246,2049,604,127.1099503,37.46475524
23416,2분기,465,1580,807,1531,2582,703,127.1099503,37.46475524
23416,3분기,322,1580,767,1996,2584,712,127.1099503,37.46475524
23416,4분기,223,1767,956,1823,2414,674,127.1099503,37.46475524
23417,1분기,108,1893,1109,1240,1346,222,127.1163096,37.46581087
23417,2분기,131,1860,1045,1254,1506,270,127.1163096,37.46581087
23417,3분기,91,1955,1111,1362,1470,238,127.1163096,37.46581087
23417,4분기,78,1502,1023,1266,1305,190,127.1163096,37.46581087
23418,1분기,301,2717,2475,3737,5626,541,127.1211372,37.46797087
23418,2분기,290,2839,2323,3586,5243,555,127.1211372,37.46797087
23418,3분기,207,2907,2573,4012,5545,492,127.1211372,37.46797087
23418,4분기,145,2588,2475,3638,4869,415,127.1211372,37.46797087
23419,1분기,570,5557,2291,2661,3337,688,127.1208064,37.46795042
23419,2분기,505,5764,2555,2909,3609,740,127.1208064,37.46795042
23419,3분기,617,5981,2610,2891,3564,715,127.1208064,37.46795042
23419,4분기,455,5921,2561,2849,3125,648,127.1208064,37.46795042
23420,1분기,458,2907,1820,2106,2168,344,127.1188947,37.46696253
23420,2분기,488,2759,1597,1833,1987,379,127.1188947,37.46696253
23420,3분기,470,2916,2014,2262,2222,308,127.1188947,37.46696253
23420,4분기,375,2613,1702,1994,1728,260,127.1188947,37.46696253
23421,1분기,1262,9258,2516,2787,4998,1763,127.109527,37.464872
23421,2분기,1527,9565,2721,2857,5499,1821,127.109527,37.464872
23421,3분기,1245,9811,2502,2801,5442,1678,127.109527,37.464872
23421,4분기,1003,9665,2869,2746,5293,1489,127.109527,37.464872
23422,1분기,223,5006,2682,2811,3452,744,127.1085032,37.46569252
23422,2분기,294,5162,2647,2801,3878,769,127.1085032,37.46569252
23422,3분기,674,7553,3569,3996,5760,1415,127.1085032,37.46569252
23422,4분기,378,5177,2698,2762,3151,604,127.1085032,37.46569252
23423,1분기,1431,25483,8835,8485,10491,2617,127.1072023,37.47237876
23423,2분기,1520,24238,8129,7865,10030,2619,127.1072023,37.47237876
23423,3분기,1392,23405,7448,7585,8933,2327,127.1072023,37.47237876
23423,4분기,1340,23202,7736,7966,8084,2257,127.1072023,37.47237876
23424,1분기,1778,43152,14432,13947,16317,5355,127.1063639,37.47533451
23424,2분기,1892,43308,14534,14578,16368,5371,127.1063639,37.47533451
23424,3분기,1714,41797,13691,13398,14700,4876,127.1063639,37.47533451
23424,4분기,2174,43155,13704,14777,14524,4977,127.1063639,37.47533451
23425,1분기,2145,31086,9088,9064,12788,3459,127.1049597,37.48198879
23425,2분기,1752,26977,8167,8350,11664,3420,127.1049597,37.48198879
23425,3분기,1371,19663,6106,6512,8845,2556,127.1049597,37.48198879
23425,4분기,1187,16450,5282,6280,7148,2132,127.1049597,37.48198879
23426,1분기,1067,6182,3563,5060,12929,5581,127.1044939,37.48267121
23426,2분기,989,6372,3828,5081,12218,5339,127.1044939,37.48267121
23426,3분기,1180,8693,4882,6558,15031,6219,127.1044939,37.48267121
23426,4분기,803,6540,3763,5243,12119,4462,127.1044939,37.48267121
23427,1분기,2113,15567,8952,15008,39480,19124,127.106271,37.47514075
23427,2분기,1794,16203,8968,15403,39662,19182,127.106271,37.47514075
23427,3분기,1869,18186,9958,16444,39502,17552,127.106271,37.47514075
23427,4분기,1053,15991,9361,17035,39150,16367,127.106271,37.47514075
23428,1분기,990,3428,1959,2659,5736,2649,127.1070388,37.47224746
23428,2분기,790,3237,1811,2656,5508,2532,127.1070388,37.47224746
23428,3분기,685,3016,1658,2448,5591,2222,127.1070388,37.47224746
23428,4분기,580,3132,1947,2780,5648,2199,127.1070388,37.47224746
23429,1분기,4225,50632,28776,38842,83960,28401,127.0284994,37.52600991
23429,2분기,4918,49828,28047,39012,80878,28406,127.0284994,37.52600991
23429,3분기,5069,51010,29415,39700,83265,28226,127.0284994,37.52600991
23429,4분기,4199,47465,28471,37760,77682,25200,127.0284994,37.52600991
23430,1분기,2521,46588,26400,32620,52952,18698,127.0283686,37.52350859
23430,2분기,2720,43583,24818,32052,51810,18281,127.0283686,37.52350859
23430,3분기,2925,45992,25928,33195,52443,18654,127.0283686,37.52350859
23430,4분기,2554,43118,24030,31152,46955,16710,127.0283686,37.52350859
23431,1분기,4480,60485,18493,19848,43962,16159,127.0334295,37.50797292
23431,2분기,3747,56887,17708,19885,40905,15461,127.0334295,37.50797292
23431,3분기,3477,59542,17820,20411,42001,16919,127.0334295,37.50797292
23431,4분기,3072,56378,17625,19887,40143,15651,127.0334295,37.50797292
23432,1분기,2482,61144,20981,20350,32232,11253,127.0397718,37.52147547
23432,2분기,2734,58894,21531,21197,30472,10808,127.0397718,37.52147547
23432,3분기,2726,62300,22522,21738,30234,10871,127.0397718,37.52147547
23432,4분기,2470,59969,20848,20609,27632,10102,127.0397718,37.52147547
23433,1분기,15,3298,1620,1389,2679,887,127.057798,37.47565603
23433,2분기,16,3314,1463,1436,2540,858,127.057798,37.47565603
23433,3분기,76,3626,1431,1512,2481,899,127.057798,37.47565603
23433,4분기,36,3474,1491,1670,2317,789,127.057798,37.47565603
23434,1분기,305,4525,1382,1764,3264,1138,127.0985637,37.46565534
23434,2분기,351,4397,1220,1629,2973,1091,127.0985637,37.46565534
23434,3분기,326,4097,1307,1661,3096,1044,127.0985637,37.46565534
23434,4분기,385,3662,1275,1813,3064,861,127.0985637,37.46565534
23435,1분기,1075,19924,11387,11687,15081,3829,127.0680058,37.50127031
23435,2분기,1013,17465,8629,11122,16198,4143,127.0680058,37.50127031
23435,3분기,1108,18924,9589,10843,16107,4026,127.0680058,37.50127031
23435,4분기,891,17863,8763,10555,14290,3389,127.0680058,37.50127031
23436,1분기,1761,15502,10189,13376,31359,17127,127.0682658,37.50118193
23436,2분기,1619,14134,8183,12499,28410,16660,127.0682658,37.50118193
23436,3분기,1639,15560,9244,13246,29416,16283,127.0682658,37.50118193
23436,4분기,1340,14452,8933,12803,27038,14718,127.0682658,37.50118193
23437,1분기,840,11191,2254,2194,2167,904,127.0949948,37.46501405
23437,2분기,1006,12057,2211,2146,2330,1004,127.0949948,37.46501405
23437,3분기,985,11280,2092,2096,2272,930,127.0949948,37.46501405
23437,4분기,947,10866,2208,2054,2138,888,127.0949948,37.46501405
23438,1분기,3429,63281,22450,23039,38789,15394,127.0637803,37.50728751
23438,2분기,3540,61708,18878,21142,36207,13818,127.0637803,37.50728751
23438,3분기,3479,64287,19600,21978,36948,13351,127.0637803,37.50728751
23438,4분기,3031,60839,18194,20813,33818,11108,127.0637803,37.50728751
23439,1분기,1206,2725,1619,2618,5823,3023,127.0956402,37.46502827
23439,2분기,1111,2836,1611,2715,6150,3048,127.0956402,37.46502827
23439,3분기,935,2876,1573,2580,6002,2727,127.0956402,37.46502827
23439,4분기,658,2826,1665,2862,5602,2466,127.0956402,37.46502827
23442,1분기,911,15433,5960,6075,8014,2357,127.109816,37.47672824
23442,2분기,892,15632,5836,5943,7461,2219,127.109816,37.47672824
23442,3분기,934,16272,5808,6165,7547,2220,127.109816,37.47672824
23442,4분기,916,16279,5780,6592,7347,1929,127.109816,37.47672824
23444,1분기,649,11852,4157,5438,7983,3326,127.0538657,37.48060135
23444,2분기,568,10830,3638,5132,7477,3307,127.0538657,37.48060135
23444,3분기,392,8153,2837,3706,5632,2331,127.0538657,37.48060135
23445,1분기,293,1139,700,1020,2403,1410,127.0579112,37.476596
23445,2분기,212,1512,781,1103,2713,1506,127.0579112,37.476596
23445,3분기,186,1331,818,1265,2888,1452,127.0579112,37.476596
23445,4분기,235,1160,925,1356,3268,1569,127.0579112,37.476596
23446,1분기,1610,22625,13580,15902,20311,7233,127.0972042,37.47309121
23446,2분기,1400,20862,10490,13401,17331,5996,127.0972042,37.47309121
23446,3분기,1317,22523,12238,14533,18877,5885,127.0972042,37.47309121
23446,4분기,1096,22980,12607,15275,17977,5389,127.0972042,37.47309121
23447,1분기,2964,25283,15129,19569,42807,20484,127.0916821,37.47033837
23447,2분기,2867,26686,14094,20792,42080,19467,127.0916821,37.47033837
23447,3분기,2834,26487,14771,21256,41682,17719,127.0916821,37.47033837
23447,4분기,2601,26340,15051,23316,41596,16609,127.0916821,37.47033837
23448,1분기,5375,61091,22289,20125,21577,7991,127.092351,37.47033209
23448,2분기,5121,58029,20288,20241,21319,7872,127.092351,37.47033209
23448,3분기,4931,59449,20002,20080,20870,7335,127.092351,37.47033209
23448,4분기,4629,60093,20184,20369,19954,7108,127.092351,37.47033209
23449,1분기,4172,22731,16641,20753,34215,21293,127.0795578,37.48256739
23449,2분기,4109,22711,15305,20357,33168,21585,127.0795578,37.48256739
23449,3분기,3869,23764,16084,20966,33875,20522,127.0795578,37.48256739
23449,4분기,3150,23129,15951,21413,31803,17763,127.0795578,37.48256739
23450,1분기,1104,10632,6640,6956,11435,4619,127.0890799,37.48396273
23450,2분기,952,8695,4878,6197,9365,4378,127.0890799,37.48396273
23450,3분기,1025,9485,5337,6414,9597,4380,127.0890799,37.48396273
23450,4분기,977,10022,5969,7404,10844,4165,127.0890799,37.48396273
23453,1분기,529,50404,7450,6989,11544,3647,127.0559478,37.50788524
23453,2분기,526,49874,6654,6895,11432,3339,127.0559478,37.50788524
23453,3분기,510,51914,7205,6953,11908,3506,127.0559478,37.50788524
23453,4분기,373,49400,7111,6881,10755,2775,127.0559478,37.50788524
23454,1분기,618,7126,1978,2642,3566,1323,127.106655,37.46492508
23454,2분기,445,6655,1790,2362,2841,1044,127.106655,37.46492508
23454,3분기,464,7070,1817,2418,3007,1079,127.106655,37.46492508
23454,4분기,319,7001,1531,2230,2616,867,127.106655,37.46492508
23456,1분기,3244,30772,16067,22076,54983,25180,127.0555989,37.49002357
23456,2분기,2529,30030,15055,20943,50330,23406,127.0555989,37.49002357
23456,3분기,2505,32767,16867,22998,52194,22048,127.0555989,37.49002357
23456,4분기,2002,31867,16515,22816,51382,19820,127.0555989,37.49002357
23457,1분기,1859,13067,9803,12830,28633,14484,127.0635308,37.4801104
23457,2분기,1563,12924,9224,12486,28174,13785,127.0635308,37.4801104
23457,3분기,1587,14549,10045,14072,28532,13189,127.0635308,37.4801104
23457,4분기,1179,13497,9811,14349,27126,11775,127.0635308,37.4801104
23458,1분기,129,2085,1019,809,1011,221,127.0636212,37.4786675
23458,2분기,172,1975,899,727,1019,242,127.0636212,37.4786675
23458,3분기,243,1648,756,669,955,218,127.0636212,37.4786675
23458,4분기,206,1604,736,860,997,180,127.0636212,37.4786675
23459,1분기,163,902,477,1050,1668,444,127.0561003,37.47861898
23459,2분기,190,792,373,992,1624,313,127.0561003,37.47861898
23459,3분기,89,503,235,438,842,290,127.0561003,37.47861898
23459,4분기,180,2959,1437,1936,2744,1116,127.0561003,37.47861898
23462,1분기,213,4346,4846,7128,12143,5914,127.0805663,37.49121418
23462,2분기,176,4227,4467,6852,11030,5329,127.0805663,37.49121418
23462,3분기,195,4894,5121,7109,11547,4999,127.0805663,37.49121418
23462,4분기,186,4721,4760,7272,10902,4567,127.0805663,37.49121418
23463,1분기,785,31944,9678,11911,22714,10119,127.1010814,37.47387813
23463,2분기,901,33671,9296,12735,21611,9219,127.1010814,37.47387813
23463,3분기,941,36920,11192,13918,22233,9180,127.1010814,37.47387813
23463,4분기,894,36354,10971,15126,22802,8321,127.1010814,37.47387813
23464,1분기,2173,34300,13431,14386,29691,5954,127.1018076,37.47396505
23464,2분기,2148,33379,13422,16589,27869,5750,127.1018076,37.47396505
23464,3분기,1971,34196,14891,17335,29035,5375,127.1018076,37.47396505
23464,4분기,1749,34526,14116,17999,27676,5157,127.1018076,37.47396505
23465,1분기,1818,18022,11277,12010,18132,7586,127.0933524,37.48452051
23465,2분기,1679,15283,8957,10993,15892,6669,127.0933524,37.48452051
23465,3분기,1768,16341,9397,11705,15729,6493,127.0933524,37.48452051
