버스정류장ARS번호,분기,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수,X좌표,Y좌표
23855,3분기,5,10916,3489,4104,7960,2433,127.0648195,37.51508105
23855,4분기,0,8472,3238,3971,6876,2254,127.0648195,37.51508105
23856,1분기,96,6684,3522,3858,6251,2027,127.0409157,37.48556136
23856,2분기,75,6358,3385,3820,6057,1871,127.0409157,37.48556136
23856,3분기,110,6740,3363,3666,5817,1817,127.0409157,37.48556136
23856,4분기,62,6074,2995,3385,5120,1478,127.0409157,37.48556136
23857,1분기,3,24415,7744,9507,18535,7653,127.0666384,37.50190946
23857,2분기,0,22010,6743,8533,17239,7453,127.0666384,37.50190946
23857,3분기,0,22911,7420,9109,17857,7724,127.0666384,37.50190946
23857,4분기,6,21877,6976,8572,16437,6501,127.0666384,37.50190946
23858,1분기,0,2790,1352,1817,3405,982,127.0621324,37.5146268
23858,2분기,0,2366,1360,1657,3418,991,127.0621324,37.5146268
23858,3분기,0,2994,1456,1930,3813,1080,127.0621324,37.5146268
23858,4분기,0,2471,1361,1623,3505,944,127.0621324,37.5146268
23860,1분기,49,1762,1033,1330,2164,1093,127.0556409,37.47893762
23860,2분기,42,1829,892,1076,1669,842,127.0556409,37.47893762
23860,3분기,41,2035,738,1197,1481,793,127.0556409,37.47893762
23863,1분기,113,11437,5323,6532,9446,5116,127.0538441,37.47603313
23863,2분기,170,11638,5195,6377,8409,4657,127.0538441,37.47603313
23863,3분기,150,11508,5224,6653,8994,4299,127.0538441,37.47603313
23863,4분기,164,11668,5324,7049,8628,4146,127.0538441,37.47603313
23866,1분기,91,6300,1796,1865,2883,930,127.0357603,37.49073866
23866,2분기,116,5929,1651,1842,2366,935,127.0357603,37.49073866
23866,3분기,104,6324,1766,2076,2601,879,127.0357603,37.49073866
23866,4분기,113,5852,1574,1767,2381,826,127.0357603,37.49073866
23867,1분기,0,9329,4079,6245,11585,4578,127.0826368,37.48889957
23867,2분기,0,8862,3673,5788,10852,4049,127.0826368,37.48889957
23867,3분기,0,10250,4270,6563,11771,4262,127.0826368,37.48889957
23867,4분기,0,8612,3642,5895,9557,3664,127.0826368,37.48889957
23869,1분기,0,17629,8738,13415,25034,9757,127.0873417,37.49033407
23869,2분기,0,18136,7702,12438,22020,8343,127.0873417,37.49033407
23869,3분기,0,17530,7736,11435,21071,7641,127.0873417,37.49033407
23869,4분기,0,17138,8323,12008,21327,7588,127.0873417,37.49033407
23871,1분기,1,5491,3139,5003,10989,3157,127.0997662,37.48862823
23871,2분기,0,6118,2992,4863,10660,2979,127.0997662,37.48862823
23871,3분기,0,8083,4360,7025,14268,4581,127.0997662,37.48862823
23871,4분기,1,6224,3276,5658,10527,2764,127.0997662,37.48862823
23872,1분기,177,34996,14212,14708,20544,9417,127.0877735,37.49170703
23872,2분기,183,32023,12629,13950,18087,8748,127.0877735,37.49170703
23872,3분기,126,26686,10662,11209,14684,6643,127.0877735,37.49170703
23872,4분기,149,30922,12780,13836,17275,6926,127.0877735,37.49170703
23874,1분기,91,16066,6171,6731,9491,3865,127.084149,37.49257161
23874,2분기,57,10811,4181,4875,6659,3038,127.084149,37.49257161
23874,3분기,42,6962,3086,3503,4643,1896,127.084149,37.49257161
23874,4분기,46,7467,3155,3217,4537,1887,127.084149,37.49257161
23875,1분기,0,4430,3120,3857,7368,4668,127.0813369,37.4893482
23875,2분기,0,369,242,277,554,356,127.0813369,37.4893482
23876,1분기,181,10251,4473,5305,10391,2538,127.0449831,37.49819072
23876,2분기,156,9589,3753,4617,9652,2314,127.0449831,37.49819072
23876,3분기,117,9022,4008,4797,10180,2272,127.0449831,37.49819072
23876,4분기,99,7957,3668,4605,9413,1950,127.0449831,37.49819072
23877,1분기,39,2959,1855,2462,2907,1084,127.0823946,37.49183549
23877,2분기,29,4884,2161,2783,3087,1154,127.0823946,37.49183549
23877,3분기,26,4767,2230,2564,3136,1078,127.0823946,37.49183549
23877,4분기,16,2859,1623,1987,2525,973,127.0823946,37.49183549
23878,1분기,0,3880,2388,2505,2490,969,127.082768,37.48646188
23878,2분기,0,4313,2032,2539,2164,832,127.082768,37.48646188
23878,3분기,0,4540,2094,2448,2175,859,127.082768,37.48646188
23878,4분기,0,4403,2050,2348,1969,886,127.082768,37.48646188
23880,1분기,0,1861,2027,3127,5983,3376,127.0835891,37.48398015
23880,2분기,0,1835,1825,3094,5664,2851,127.0835891,37.48398015
23880,3분기,0,2144,2200,3562,5990,2919,127.0835891,37.48398015
23880,4분기,0,1953,1913,3543,5676,2595,127.0835891,37.48398015
23883,1분기,41,7915,5002,5640,7776,3008,127.0506805,37.50097852
23883,2분기,33,7405,4317,5403,7401,2949,127.0506805,37.50097852
23883,3분기,42,7188,4354,5501,7066,2876,127.0506805,37.50097852
23883,4분기,33,6422,3996,4932,6390,2463,127.0506805,37.50097852
23884,1분기,326,9044,4444,5854,11176,4665,127.1078082,37.46512638
23884,2분기,384,9814,4450,6329,11516,4844,127.1078082,37.46512638
23884,3분기,407,9594,4564,6601,11836,4602,127.1078082,37.46512638
23884,4분기,341,10001,4813,7147,11859,3717,127.1078082,37.46512638
23893,1분기,0,1585,445,544,406,158,127.1015957,37.46484497
23893,2분기,0,1634,392,500,372,108,127.1015957,37.46484497
23893,3분기,0,1978,399,518,395,87,127.1015957,37.46484497
23893,4분기,0,1959,397,493,349,92,127.1015957,37.46484497
23896,1분기,0,5921,1934,1388,1043,207,127.1043893,37.46912424
23896,2분기,0,5492,1875,1113,959,150,127.1043893,37.46912424
23896,3분기,0,5819,1883,1271,874,128,127.1043893,37.46912424
23896,4분기,0,5878,2042,1246,878,117,127.1043893,37.46912424
23911,1분기,52,32637,12514,15439,23276,5791,127.0799595,37.49286244
23911,2분기,20,23986,9022,13765,18637,4193,127.0799595,37.49286244
23911,3분기,15,25857,10216,15807,20310,4168,127.0799595,37.49286244
23911,4분기,18,29147,10342,16028,19722,3773,127.0799595,37.49286244
23917,1분기,0,1915,2233,2800,4228,1507,127.0804488,37.49147072
23917,2분기,0,1834,1918,2841,3668,1312,127.0804488,37.49147072
23917,3분기,0,1936,2017,2770,3790,1200,127.0804488,37.49147072
23917,4분기,0,1807,1786,2727,3449,956,127.0804488,37.49147072
23918,1분기,410,112929,61397,74146,142264,38864,127.0368512,37.48501077
23918,2분기,265,108935,57657,71363,131591,36173,127.0368512,37.48501077
23918,3분기,237,110922,61490,73877,131912,34344,127.0368512,37.48501077
23918,4분기,191,109808,61314,74142,127950,31025,127.0368512,37.48501077
23920,1분기,5,131081,48891,58601,101418,35381,127.0362469,37.48474851
23920,2분기,10,122729,45760,54983,94280,30743,127.0362469,37.48474851
23920,3분기,20,127245,47347,57481,97770,27476,127.0362469,37.48474851
23920,4분기,40,124140,46820,58621,96314,25742,127.0362469,37.48474851
23921,1분기,542,43258,11470,13495,25690,12071,127.0365903,37.48479347
23921,2분기,449,38383,10282,13063,24439,11327,127.0365903,37.48479347
23921,3분기,359,41569,10554,12572,23132,10387,127.0365903,37.48479347
23921,4분기,328,38955,10359,12637,22813,9470,127.0365903,37.48479347
23922,1분기,75,5919,2349,2819,5031,1186,127.0627742,37.50988152
23922,2분기,89,6126,2312,2915,4727,1179,127.0627742,37.50988152
23922,3분기,140,7241,2920,3717,6415,1818,127.0627742,37.50988152
23922,4분기,122,6045,2435,2635,4596,1136,127.0627742,37.50988152
23923,1분기,32,15447,3776,4176,5618,2291,127.0625984,37.51019688
23923,2분기,35,14225,3299,3671,4950,1895,127.0625984,37.51019688
23923,3분기,53,13823,3402,3959,5068,2006,127.0625984,37.51019688
23923,4분기,29,13519,3295,3970,4653,1870,127.0625984,37.51019688
23924,1분기,58,6875,3721,3688,3724,954,127.0448081,37.49346465
23924,2분기,93,6601,3435,3150,3246,852,127.0448081,37.49346465
23924,3분기,75,6604,3440,3135,2871,763,127.0448081,37.49346465
23924,4분기,74,6584,3217,2972,2596,836,127.0448081,37.49346465
23925,1분기,129,5131,2793,3547,5487,2033,127.0466509,37.49465145
23925,2분기,179,4912,2656,3696,5131,2113,127.0466509,37.49465145
23925,3분기,165,4885,3020,3811,4590,1917,127.0466509,37.49465145
23925,4분기,161,4619,2795,3338,4359,1585,127.0466509,37.49465145
23933,1분기,0,666,284,284,178,33,127.1064001,37.47094558
23933,2분기,0,738,215,263,168,26,127.1064001,37.47094558
23933,3분기,0,711,265,235,173,31,127.1064001,37.47094558
23933,4분기,0,769,207,196,130,34,127.1064001,37.47094558
23937,1분기,0,557,376,683,1303,629,127.1061182,37.47103364
23937,2분기,0,472,336,600,1264,588,127.1061182,37.47103364
23937,3분기,0,492,451,731,1429,555,127.1061182,37.47103364
23937,4분기,0,386,370,623,1153,440,127.1061182,37.47103364
23938,1분기,0,886,908,1436,3351,1589,127.1042165,37.4693027
23938,2분기,0,760,754,1613,3278,1279,127.1042165,37.4693027
23938,3분기,0,966,869,1721,3536,1249,127.1042165,37.4693027
23938,4분기,0,876,867,1676,3333,1142,127.1042165,37.4693027
23940,1분기,0,1261,850,1500,3353,1407,127.1016541,37.46769064
23940,2분기,0,1322,861,1713,3721,1423,127.1016541,37.46769064
23940,3분기,0,1414,1027,1841,3608,1365,127.1016541,37.46769064
23940,4분기,0,1689,989,2043,3739,1456,127.1016541,37.46769064
23941,1분기,25,4902,2504,3400,6951,1381,127.0975776,37.46685487
23941,2분기,47,4608,2329,3463,6264,1155,127.0975776,37.46685487
23941,3분기,79,4562,2329,3748,6537,1083,127.0975776,37.46685487
23941,4분기,71,4601,2353,3440,6512,1010,127.0975776,37.46685487
23942,1분기,802,19399,8828,9121,12166,3383,127.1009129,37.46681028
23942,2분기,812,19562,8505,9377,12040,3690,127.1009129,37.46681028
23942,3분기,922,21178,8730,10084,11915,3600,127.1009129,37.46681028
23942,4분기,922,21819,8483,10274,11768,3333,127.1009129,37.46681028
23943,1분기,0,1868,2370,3452,4391,1560,127.1013639,37.46571194
23943,2분기,0,1956,1868,3255,3741,1423,127.1013639,37.46571194
23943,3분기,0,2664,1956,3514,4053,1348,127.1013639,37.46571194
23943,4분기,0,3588,2067,4011,4232,1358,127.1013639,37.46571194
23944,1분기,0,948,704,702,1181,433,127.1029589,37.48775175
23944,2분기,0,933,695,776,1088,345,127.1029589,37.48775175
23944,3분기,0,1490,820,1320,2223,890,127.1029589,37.48775175
23944,4분기,0,1034,785,937,1074,352,127.1029589,37.48775175
23946,1분기,508,5402,2138,3002,3696,1265,127.0945213,37.46678287
23946,2분기,386,4520,1872,2488,3045,1176,127.0945213,37.46678287
23946,3분기,475,4234,1732,2249,2510,882,127.0945213,37.46678287
23946,4분기,368,3904,1644,2291,3004,949,127.0945213,37.46678287
23947,1분기,94,775,844,1341,2515,1539,127.0943717,37.46673808
23947,2분기,82,707,720,1214,2348,1419,127.0943717,37.46673808
23947,3분기,106,749,849,1389,2596,1391,127.0943717,37.46673808
23947,4분기,73,796,804,1180,2052,1240,127.0943717,37.46673808
23948,1분기,16,3820,1126,1529,2997,1140,127.0999985,37.46717322
23948,2분기,16,3330,1388,1683,3245,1117,127.0999985,37.46717322
23948,3분기,19,3234,1338,1884,3257,1117,127.0999985,37.46717322
23948,4분기,15,3531,1413,1881,3310,1124,127.0999985,37.46717322
23949,1분기,14,1793,456,567,1052,446,127.0968429,37.46734927
23949,2분기,8,1489,432,586,1124,497,127.0968429,37.46734927
23949,3분기,22,1568,448,693,1232,559,127.0968429,37.46734927
23949,4분기,19,1548,388,584,1007,433,127.0968429,37.46734927
23950,1분기,0,1727,915,1017,757,163,127.1052651,37.48849841
23950,2분기,0,1263,717,742,581,207,127.1052651,37.48849841
23950,3분기,0,1342,732,759,803,151,127.1052651,37.48849841
23950,4분기,0,1375,962,949,692,109,127.1052651,37.48849841
23958,1분기,3,1624,1311,1893,3702,1303,127.1037879,37.46304582
23958,2분기,1,1529,1114,1916,3550,1316,127.1037879,37.46304582
23958,3분기,0,2146,1438,2006,3625,1191,127.1037879,37.46304582
23958,4분기,0,1755,1345,2045,3571,1139,127.1037879,37.46304582
23960,1분기,10,10509,2294,2044,2136,678,127.0555188,37.50868119
23960,2분기,10,10429,1991,1791,1840,567,127.0555188,37.50868119
23960,3분기,7,10730,2192,1804,1930,481,127.0555188,37.50868119
23960,4분기,5,9543,1941,1602,1600,405,127.0555188,37.50868119
23961,1분기,0,5410,1738,1716,3094,1217,127.1034084,37.46067648
23961,2분기,2,5054,1406,1332,2077,1074,127.1034084,37.46067648
23961,3분기,0,5850,1831,1868,2930,1175,127.1034084,37.46067648
23961,4분기,0,8127,3350,3155,4707,1536,127.1034084,37.46067648
23962,1분기,76,3174,2230,3575,9894,4429,127.1017302,37.46650387
23962,2분기,97,3229,2331,3985,10207,4364,127.1017302,37.46650387
23962,3분기,101,3670,2501,4168,9924,4236,127.1017302,37.46650387
23962,4분기,84,3538,2524,4484,10754,4267,127.1017302,37.46650387
23963,1분기,76,10508,3221,3995,7404,2140,127.0890806,37.48137631
23963,2분기,113,9115,2821,3923,5957,1761,127.0890806,37.48137631
23963,3분기,72,10351,3938,4544,7862,2012,127.0890806,37.48137631
23963,4분기,81,8107,2871,3939,7015,1768,127.0890806,37.48137631
23964,1분기,0,7438,2111,1901,1948,226,127.0918949,37.48140513
23964,2분기,0,6399,1906,1816,1980,253,127.0918949,37.48140513
23964,3분기,0,7504,2433,1981,1956,226,127.0918949,37.48140513
23964,4분기,0,7084,2046,1688,1988,232,127.0918949,37.48140513
23965,1분기,0,3982,1558,1351,1984,384,127.0945154,37.48212413
23965,2분기,0,3385,1434,1408,1830,384,127.0945154,37.48212413
23965,3분기,0,3894,1474,1450,1901,324,127.0945154,37.48212413
23965,4분기,0,3286,1252,1209,1653,254,127.0945154,37.48212413
23967,1분기,0,2749,730,701,522,75,127.1013528,37.46345013
23967,2분기,0,3141,1078,665,499,51,127.1013528,37.46345013
23967,3분기,0,3419,923,745,492,37,127.1013528,37.46345013
23967,4분기,0,3227,820,708,406,31,127.1013528,37.46345013
23968,1분기,0,1629,1019,1603,3830,1684,127.0943158,37.48206496
23968,2분기,0,1500,1045,1725,3415,1404,127.0943158,37.48206496
23968,3분기,0,1557,1195,2012,3619,1503,127.0943158,37.48206496
23968,4분기,0,1529,1004,1737,3234,1352,127.0943158,37.48206496
23969,1분기,0,1203,1133,1883,5484,2645,127.0927603,37.48135026
23969,2분기,0,1057,1092,1931,4625,2315,127.0927603,37.48135026
23969,3분기,0,1123,1081,2050,4896,2212,127.0927603,37.48135026
23969,4분기,0,1078,1232,2064,4934,2031,127.0927603,37.48135026
23970,1분기,0,1511,935,1349,3187,1730,127.0896103,37.48182384
23970,2분기,0,1215,773,1353,3409,1511,127.0896103,37.48182384
23970,3분기,0,2790,1413,2260,4394,1810,127.0896103,37.48182384
23970,4분기,0,2376,1235,1744,2913,1228,127.0896103,37.48182384
23971,1분기,0,2111,1243,1610,3014,1066,127.0946356,37.48349624
23971,2분기,0,2000,1199,1599,2577,1040,127.0946356,37.48349624
23971,3분기,0,2166,1085,1778,2698,1087,127.0946356,37.48349624
23971,4분기,0,1920,1138,1666,2508,785,127.0946356,37.48349624
23972,1분기,0,1160,560,537,682,107,127.0947426,37.48349143
23972,2분기,0,1029,567,524,731,91,127.0947426,37.48349143
23972,3분기,0,1988,792,559,778,176,127.0947426,37.48349143
23972,4분기,0,1103,579,489,801,73,127.0947426,37.48349143
23981,1분기,416,3211,1662,2583,4457,1955,127.0828619,37.48896788
23981,2분기,349,3151,1530,2575,4011,2002,127.0828619,37.48896788
23981,3분기,377,3278,1601,2636,4215,1906,127.0828619,37.48896788
23981,4분기,324,3305,1556,2856,3556,1735,127.0828619,37.48896788
23993,1분기,7,1631,1359,2319,4829,2094,127.1015384,37.46460111
23993,2분기,0,1395,1415,2398,4702,1810,127.1015384,37.46460111
23993,3분기,0,1760,1414,2751,4792,1685,127.1015384,37.46460111
23993,4분기,0,1692,1488,2565,4420,1558,127.1015384,37.46460111
23994,1분기,4091,18519,7081,7509,10052,3319,127.0876807,37.49065688
23994,2분기,4840,26512,10231,12459,17145,5322,127.0876807,37.49065688
23994,3분기,5793,42693,17121,20962,29220,9258,127.0876807,37.49065688
23994,4분기,5577,42701,18326,21956,28545,8683,127.0876807,37.49065688
23995,1분기,998,22172,10474,12274,17404,6551,127.1019004,37.46122681
23995,2분기,776,20971,9314,11087,15788,5568,127.1019004,37.46122681
23995,3분기,754,20803,9186,11206,15406,4855,127.1019004,37.46122681
23995,4분기,617,17630,8152,9691,12493,4230,127.1019004,37.46122681
23998,1분기,147,3777,2731,4482,9323,4477,127.102457,37.465026
23998,2분기,126,2943,2196,3612,7717,3725,127.102457,37.465026
